"key","zh-Hant","en","ja","ko","ru","vi","zh-Hans"
"C2G840","北斗","Beidou","北斗","北斗","北斗","北斗","北斗"
"C2G870","芳苑","Fangyuan","芳苑","芳苑","芳苑","芳苑","芳苑"
"C2G980","田頭村","Toutian Village","田頭村","田頭村","田頭村","田頭村","田头村"
"C2G9A0","畜試所彰化","Changhua Branch Of TLRI","畜試所彰化","畜試所彰化","畜試所彰化","畜試所彰化","蓄试所彰化"
"C2H950","中寮","Zhongliao","中寮","中寮","中寮","中寮","中寮"
"C2H9D0","三隻寮","Sanziliao","三隻寮","三隻寮","三隻寮","三隻寮","三只寮"
"C2H9E0","國姓南港","Guoxing Nangang","國姓南港","國姓南港","國姓南港","國姓南港","国姓南港"
"C2H9F0","柑林","Ganlin","柑林","柑林","柑林","柑林","柑林"
"C2H9G0","百勝","Bosheng","百勝","百勝","百勝","百勝","百胜"
"C2H9H0","苗改南投蜂場","Nantou Bee Farm Of Miaoli TARI","苗改南投蜂場","苗改南投蜂場","苗改南投蜂場","苗改南投蜂場","苗改南投蜂场"
"C2H9J0","中台","Zhongtai","中台","中台","中台","中台","中台"
"C2H9L0","馬烈霸","Malieba","馬烈霸","馬烈霸","馬烈霸","馬烈霸","马烈霸"
"C2H9M0","發祥","Faxiang","發祥","發祥","發祥","發祥","发祥"
"C2H9N0","仁愛東眼","Renaidong","仁愛東眼","仁愛東眼","仁愛東眼","仁愛東眼","仁爱东眼"
"C2H9P0","伊拿谷","Yinagu","伊拿谷","伊拿谷","伊拿谷","伊拿谷","伊拿谷"
"C2H9Q0","北東眼山","Beidongyanshan","北東眼山","北東眼山","北東眼山","北東眼山","北东眼山"
"C2H9R0","卓社","Zhuoshe","卓社","卓社","卓社","卓社","卓社"
"C2H9S0","龍南","Longnan","龍南","龍南","龍南","龍南","龙南"
"C2H9T0","名間竹圍","Mingjianzhuwei","名間竹圍","名間竹圍","名間竹圍","名間竹圍","名间竹围"
"C2H9U0","鳳鵬","Fengpeng","鳳鵬","鳳鵬","鳳鵬","鳳鵬","凤鹏"
"C2H9W0","大坪頂農水","Dapingding Station","大坪頂農水","大坪頂農水","大坪頂農水","大坪頂農水","大坪顶农水"
"C2I090","鳳凰","Fenghuang","鳳凰","鳳凰","鳳凰","鳳凰","凤凰"
"C2K240","草嶺","Caoling","草嶺","草嶺","草嶺","草嶺","草岭"
"C2K610","草嶺石壁","Caolingshibi","草嶺石壁","草嶺石壁","草嶺石壁","草嶺石壁","草岭石壁"
"C2K620","馬光農場","Maguang Organic Agriculture Circular Park","馬光農場","馬光農場","馬光農場","馬光農場","马光农场"
"C2K630","荷苞","Hebao","荷苞","荷苞","荷苞","荷苞","荷苞"
"C2M410","馬頭山","Matoushan","馬頭山","馬頭山","馬頭山","馬頭山","马头山"
"C2M620","瑞里","Ruili","瑞里","瑞里","瑞里","瑞里","瑞里"
"C2M910","嘉義大學","Chiayi University","嘉義大学","嘉義大學","嘉義大學","嘉義大學","嘉义大学"
"C2M920","朴子農改","Pozi DARES","朴子農改","朴子農改","朴子農改","朴子農改","朴子农改"
"C2M930","石卓","Shizhuo","石卓","石卓","石卓","石卓","石卓"
"C2M940","日野賀","Riyehe","日野賀","日野賀","日野賀","日野賀","日野贺"
"C2M950","太和","Taihe","太和","太和","太和","太和","太和"
"C2M960","外寮","Wailiao","外寮","外寮","外寮","外寮","外寮"
"C2M970","碧湖","Bihu","碧湖","碧湖","碧湖","碧湖","碧湖"
"C2N160","西拉雅風管處","Siraya NSAH","西拉雅風管處","西拉雅風管處","西拉雅風管處","西拉雅風管處","西拉雅风管处"
"C2O810","曾文","Cengwen","曾文","曾文","曾文","曾文","曾文"
"C2O930","玉井","Yujing","玉井","玉井","玉井","玉井","玉井"
"C2O950","安南","Annan","安南","安南","安南","安南","安南"
"C2R170","屏東","Pingdong","屏東","屏東","屏東","屏東","屏东"
"C2R970","屏科大","National Pingtung University","屏科大","屏科大","屏科大","屏科大","屏科大"
"C2V250","甲仙","Jiaxian","甲仙","甲仙","甲仙","甲仙","甲仙"
"C2V260","月眉","Yuemei","月眉","月眉","月眉","月眉","月眉"
"C2V310","美濃","Meinong","美濃","美濃","美濃","美濃","美浓"
"C2W030","金門農試所","Kimmann","金門農試所","金門農試所","金門農試所","金門農試所","金门农试所"
"C2W230","畜試所澎湖","Penghu Field Area Of TLRI","畜試所澎湖","畜試所澎湖","畜試所澎湖","畜試所澎湖","蓄试所澎湖"
"CAG100","王功漁港","Wanggong Fishing Port","王功漁港","王功漁港","王功漁港","王功漁港","王功渔港"
"CAH030","茶改場竹圍站","TRES Chuwei Station","茶改場竹圍站","茶改場竹圍站","茶改場竹圍站","茶改場竹圍站","茶改场竹围站"
"CAJ050","海口故事園區","Haikou Story Camping Park","海口故事園區","海口故事園區","海口故事園區","海口故事園區","海口故事园区"
"CAL110","布袋國中","Budai Junior High School","布袋國中","布袋國中","布袋國中","布袋國中","布袋国中"
"CAN130","水試所海水繁養殖中心","Mariculture Research Center","水試所海水繁養殖中心","水試所海水繁養殖中心","水試所海水繁養殖中心","水試所海水繁養殖中心","水试所海水繁养殖中心"
"CAN140","六官養殖協會","Liuguan Aquaculture","六官養殖協會","六官養殖協會","六官養殖協會","六官養殖協會","六官养殖协会"
"CAQ030","崎峰國小","Cifong Elementary School","崎峰國小","崎峰國小","崎峰國小","崎峰國小","崎峰国小"
"E2H360","蓮華池","Lienhuchih","蓮華池","蓮華池","蓮華池","蓮華池","莲华池"
"E2HA20","林試畢祿溪站","Pilushi","林試畢祿溪站","林試畢祿溪站","林試畢祿溪站","林試畢祿溪站","林试毕禄溪站"
"E2K600","四湖植物園","Sihu Botanical Garden","四湖植物園","四湖植物園","四湖植物園","四湖植物園","四湖植物园"
"E2P980","林試六龜中心","Lioukuei Research Center ","林試六龜中心","林試六龜中心","林試六龜中心","林試六龜中心","林试六龟中心"
"E2P990","林試扇平站","Shanping","林試扇平站","林試扇平站","林試扇平站","林試扇平站","林试扇平站"
"E2S960","林試太麻里2","Taimalee2","林試太麻里2","林試太麻里2","林試太麻里2","林試太麻里2","林试太麻里2"
"E2S980","林試太麻里1","Taimalee Research Center 1","林試太麻里1","林試太麻里1","林試太麻里1","林試太麻里1","林试太麻里1"
"G2AI50","關渡","Guandu","關渡","關渡","關渡","關渡","关渡"
"G2F820","農試所(霧峰)","Taichung","農試所(霧峰)","農試所(霧峰)","農試所(霧峰)","農試所(霧峰)","农试所(雾峰)"
"G2L020","農試嘉義分所","Chiayi Sub-station Of TARI","農試嘉義分所","農試嘉義分所","農試嘉義分所","農試嘉義分所","农试嘉义分所"
"G2M350","農試溪口農場","Xikou Farm Of TARI","農試溪口農場","農試溪口農場","農試溪口農場","農試溪口農場","农试溪口农场"
"G2P820","農試鳳山分所","Fengshan Tropical Horticultural Of TARI","農試鳳山分所","農試鳳山分所","農試鳳山分所","農試鳳山分所","农试凤山分所"
"K2E360","苗栗農改場","苗栗農改場","苗栗農改場","苗栗農改場","苗栗農改場","苗栗農改場","苗栗农改场"
"K2E710","苗改生物防治研究中心","Biological Control Branch Of Miaoli TARI","苗改生物防治研究中心","苗改生物防治研究中心","苗改生物防治研究中心","苗改生物防治研究中心","苗改生物防治研究中心"
"K2F750","種苗改良場","Shin She","種苗改良場","種苗改良場","種苗改良場","種苗改良場","种苗改良场"
"U2H480","溪頭","Hsi Tou","溪頭","溪頭","溪頭","溪頭","溪头"
"U2HA30","臺大和社","NTU Exfohoshe","臺大和社","臺大和社","臺大和社","臺大和社","台大和社"
"U2HA40","臺大內茅埔","NTU Exfoneimoupu","臺大內茅埔","臺大內茅埔","臺大內茅埔","臺大內茅埔","台大內茅埔"
"U2HA50","臺大竹山","NTU Experimental Forest","臺大竹山","臺大竹山","臺大竹山","臺大竹山","台大竹山"
"V2C250","八德合作社","Bade Cooperative","八德合作社","八德合作社","八德合作社","八德合作社","八德合作社"
"V2C260","八德蔬果","Bade Fruit And Vegetable","八德蔬果","八德蔬果","八德蔬果","八德蔬果","八德蔬果"
"V2K610","大庄合作社","Dazhuang Cooperative","大庄合作社","大庄合作社","大庄合作社","大庄合作社","大庄合作社"
"V2K620","麥寮合作社","Mailiao Cooperative","麥寮合作社","麥寮合作社","麥寮合作社","麥寮合作社","麦寮合作社"
"C0A520","山佳","Shanjia","山佳","山佳","山佳","山佳","山佳"
"C0A530","坪林","Pinglin","坪林","坪林","坪林","坪林","坪林"
"C0A550","泰平","Taiping","泰平","泰平","泰平","泰平","泰平"
"C0A570","桶後","Tonghou","桶後","桶後","桶後","桶後","桶后"
"C0A640","石碇","Shihding","石碇","石碇","石碇","石碇","石碇"
"C0A770","科教館","Science Education Center ","科教館","科教館","科教館","科教館","科教馆"
"C0A860","大坪","Daping","大坪","大坪","大坪","大坪","大坪"
"C0A870","五指山","Wujhihshan","五指山","五指山","五指山","五指山","五指山"
"C0A890","雙溪","Shuangsi","双渓","雙溪","雙溪","雙溪","双溪"
"C0A931","三和","Sanhe","三和","三和","三和","三和","三和"
"C0A940","金山","Jinshan","金山","金山","金山","金山","金山"
"C0A950","鼻頭角","Bitoujiao","鼻頭角","鼻頭角","鼻頭角","鼻頭角","鼻头角"
"C0A970","三貂角","Sandiaojiao","三貂角","三貂角","三貂角","三貂角","三貂角"
"C0A980","社子","Shezih","社子","社子","社子","社子","社子"
"C0A9C0","天母","Tianmu","天母","天母","天母","天母","天母"
"C0A9F0","內湖","Neihu","内湖","內湖","內湖","內湖","内湖"
"C0AC40","大屯山","Datunshan","大屯山","大屯山","大屯山","大屯山","大屯山"
"C0AC60","三峽","Sanshia","三峡","三峽","三峽","三峽","三峡"
"C0AC70","信義","Xinyi","信義","信義","信義","信義","信义"
"C0AC80","文山","Wenshan","文山","文山","文山","文山","文山"
"C0ACA0","新莊","Xinzhuang","新荘","新莊","新莊","新莊","新庄"
"C0AD10","八里","Bali","八里","八里","八里","八里","八里"
"C0AD30","蘆洲","Lujhou","蘆洲","蘆洲","蘆洲","蘆洲","芦洲"
"C0AD40","土城","Tucheng","土城","土城","土城","土城","土城"
"C0AD50","鶯歌","Yingge","鶯歌","鶯歌","鶯歌","鶯歌","莺歌"
"C0AG80","中和","Zhonghe","中和","中和","中和","中和","中和"
"C0AH00","汐止","Xizhi","汐止","汐止","汐止","汐止","汐止"
"C0AH10","永和","Yonghe","永和","永和","永和","永和","永和"
"C0AH30","五分山","Wufengshan","五分山","五分山","五分山","五分山","五分山"
"C0AH40","平等","Pingdeng","平等","平等","平等","平等","平等"
"C0AH50","林口","Linkou","林口","林口","林口","林口","林口"
"C0AH70","松山","Songshan","松山","松山","松山","松山","松山"
"C0AH80","深坑","Shenkeng","深坑","深坑","深坑","深坑","深坑"
"C0AH90","福山植物園","Fushan Botanical Garden","福山植物園","福山植物園","福山植物園","福山植物園","福山植物园"
"C0AI00","五股","Wugu","五股","五股","五股","五股","五股"
"C0AI10","屈尺","Quchi","屈尺","屈尺","屈尺","屈尺","屈尺"
"C0AI20","白沙灣","Baishawan","白沙灣","白沙灣","白沙灣","白沙灣","白沙湾"
"C0AI30","三重","Sanchong","三重","三重","三重","三重","三重"
"C0AI40","石牌","Shipai","石牌","石牌","石牌","石牌","石牌"
"C0AJ20","野柳","Yehliou","野柳","野柳","野柳","野柳","野柳"
"C0AJ30","淡水觀海","Danshuei Guanhai","淡水觀海","淡水觀海","淡水觀海","淡水觀海","淡水观海"
"C0AJ40","石門","Shimen","石門","石門","石門","石門","石门"
"C0AJ50","水湳洞","Shuinandong","水湳洞","水湳洞","水湳洞","水湳洞","水湳洞"
"C0AJ60","六塊厝","Lioukuaitsuo","六塊厝","六塊厝","六塊厝","六塊厝","六块厝"
"C0AJ70","田寮","Tianliao","田寮","田寮","田寮","田寮","田寮"
"C0AJ80","板橋","Banchiao","板橋","板橋","板橋","板橋","板桥"
"C0AJ90","澳底","Aodi","澳底","澳底","澳底","澳底","澳底"
"C0AK10","太平里","Taiping Vil.","太平里","太平里","太平里","太平里","太平里"
"C0AK30","硬漢嶺","Yinghanling","硬漢嶺","硬漢嶺","硬漢嶺","硬漢嶺","硬汉岭"
"C0B010","七堵","Qidu","七堵","七堵","七堵","七堵","七堵"
"C0B020","基隆嶼","Keelung Islet","基隆嶼","基隆嶼","基隆嶼","基隆嶼","基隆屿"
"C0B040","大武崙","Dawulun","大武崙","大武崙","大武崙","大武崙","大武仑"
"C0B050","八斗子","Badouzi","八斗子","八斗子","八斗子","八斗子","八斗子"
"C0B060","暖暖","Nuannuan","暖暖","暖暖","暖暖","暖暖","暖暖"
"C0C460","復興","Fuxing","復興","復興","復興","復興","复兴"
"C0C480","桃園","Taoyuan","桃園","桃園","桃園","桃園","桃园"
"C0C490","八德","Bade","八徳","八德","八德","八德","八德"
"C0C590","觀音","Guanyin","観音","觀音","觀音","觀音","观音"
"C0C620","蘆竹","Luzhu","蘆竹","蘆竹","蘆竹","蘆竹","芦竹"
"C0C630","大溪","Dasi","大渓","大溪","大溪","大溪","大溪"
"C0C650","平鎮","Pingjhen","平鎮","平鎮","平鎮","平鎮","平镇"
"C0C660","楊梅","Yangmei","楊梅","楊梅","楊梅","楊梅","杨梅"
"C0C670","龍潭","Longtan","龍潭","龍潭","龍潭","龍潭","龙潭"
"C0C680","龜山","Guishan","亀山","龜山","龜山","龜山","龟山"
"C0C700","中壢","Zhongli","中壢","中壢","中壢","中壢","中坜"
"C0C710","大溪永福","Yongfu Daxi","大溪永福","大溪永福","大溪永福","大溪永福","大溪永福"
"C0C720","竹圍","Jhuwei","竹圍","竹圍","竹圍","竹圍","竹围"
"C0C730","中大臨海站","Jhongda Coastal Station","中大臨海站","中大臨海站","中大臨海站","中大臨海站","中大临海站"
"C0C740","觀音工業區","Guanyin Industrial Area","觀音工業區","觀音工業區","觀音工業區","觀音工業區","观音工业区"
"C0C750","新興坑尾","Sinsingkengwei","新興坑尾","新興坑尾","新興坑尾","新興坑尾","新兴坑尾"
"C0C790","東眼山","Dongyanshan","東眼山","東眼山","東眼山","東眼山","东眼山"
"C0C800","四稜","Sileng","四稜","四稜","四稜","四稜","四棱"
"C0D360","梅花","Meihua","梅花","梅花","梅花","梅花","梅花"
"C0D430","峨眉","Emei","峨眉","峨眉","峨眉","峨眉","峨眉"
"C0D480","打鐵坑","Datiekeng","打鐵坑","打鐵坑","打鐵坑","打鐵坑","打铁坑"
"C0D540","橫山","Hengshan","横山","橫山","橫山","橫山","横山"
"C0D550","雪霸","Xueba","雪霸","雪霸","雪霸","雪霸","雪霸"
"C0D560","竹東","Zhudong","竹東","竹東","竹東","竹東","竹东"
"C0D580","寶山","Baoshan","宝山","寶山","寶山","寶山","宝山"
"C0D590","新豐","Sinfong","新豊","新豐","新豐","新豐","新丰"
"C0D650","湖口","Hukou","湖口","湖口","湖口","湖口","湖口"
"C0D660","新竹市東區","Dongqu Hsinshu City","新竹市東區","新竹市東區","新竹市東區","新竹市東區","新竹市东区"
"C0D670","海天一線","Haitianyisian","海天一線","海天一線","海天一線","海天一線","海天一线"
"C0D680","香山濕地","Siangshan Wetland","香山濕地","香山濕地","香山濕地","香山濕地","香山湿地"
"C0D690","外湖","Waihu","外湖","外湖","外湖","外湖","外湖"
"C0D700","關西","Guanxi","関西","關西","關西","關西","关西"
"C0D750","樂山林道6k","Leshan 6k","樂山林道6k","樂山林道6k","樂山林道6k","樂山林道6k","乐林山道6K"
"C0D760","大坪苗圃","Daping Nurserygarden","大坪苗圃","大坪苗圃","大坪苗圃","大坪苗圃","大坪苗圃"
"C0E420","竹南","Jhunan","竹南","竹南","竹南","竹南","竹南"
"C0E430","南庄","Nanzhuang","南庄","南庄","南庄","南庄","南庄"
"C0E550","明德","Mingde","明德","明德","明德","明德","明德"
"C0E570","白沙屯","Baishatun","白沙屯","白沙屯","白沙屯","白沙屯","白沙屯"
"C0E590","通霄","Tongxiao","通霄","通霄","通霄","通霄","通宵"
"C0E610","馬都安","Madu-An","馬都安","馬都安","馬都安","馬都安","马都安"
"C0E730","頭份","Toufen","頭份","頭份","頭份","頭份","头份"
"C0E740","造橋","Zaoqiao","造橋","造橋","造橋","造橋","造桥"
"C0E750","苗栗","Miaoli","苗栗","苗栗","苗栗","苗栗","苗栗"
"C0E780","銅鑼","Tongluo","銅鑼","銅鑼","銅鑼","銅鑼","铜锣"
"C0E791","卓蘭","Zhuolan","卓蘭","卓蘭","卓蘭","卓蘭","卓兰"
"C0E810","西湖","Xihu","西湖","西湖","西湖","西湖","西湖"
"C0E820","獅潭","Shitan","獅潭","獅潭","獅潭","獅潭","狮潭"
"C0E830","苑裡","Yuanli","苑裡","苑裡","苑裡","苑裡","苑里"
"C0E850","大河","Dahe","大河","大河","大河","大河","大河"
"C0E870","高鐵苗栗","THSR Miaoli","高鐵苗栗","高鐵苗栗","高鐵苗栗","高鐵苗栗","高铁苗栗"
"C0E910","海埔","Haipu","海埔","海埔","海埔","海埔","海埔"
"C0E920","通霄漁港","Tongsiao Fishing Harbor","通霄漁港","通霄漁港","通霄漁港","通霄漁港","通宵渔港"
"C0E930","龍鳳","Longfong","龍鳳","龍鳳","龍鳳","龍鳳","龙凤"
"C0E940","雪見","Shiuejian","雪見","雪見","雪見","雪見","雪见"
"C0E950","松安","Songan","松安","松安","松安","松安","松安"
"C0E960","觀霧分站","Guanwu","觀霧分站","觀霧分站","觀霧分站","觀霧分站","观雾分站"
"C0F0A0","雪山圈谷","Xueshanjuangu","雪山圈谷","雪山圈谷","雪山圈谷","雪山圈谷","雪山圈谷"
"C0F0B0","石岡","Shigang","石岡","石岡","石岡","石岡","石冈"
"C0F0C0","中坑","Zhongkeng","中坑","中坑","中坑","中坑","中坑"
"C0F0D0","審馬陣","Shenmazhen","審馬陣","審馬陣","審馬陣","審馬陣","审马阵"
"C0F0E0","南湖圈谷","Nanhuquangu","南湖圈谷","南湖圈谷","南湖圈谷","南湖圈谷","南胡圈谷"
"C0F850","東勢","Dongshi","東勢","東勢","東勢","東勢","东势"
"C0F970","大坑","Dakeng","大坑","大坑","大坑","大坑","大坑"
"C0F9I0","神岡","Shengang","神岡","神岡","神岡","神岡","神冈"
"C0F9K0","大安","Da-An","大安","大安","大安","大安","大安"
"C0F9L0","后里","Houli","后里","后里","后里","后里","后里"
"C0F9M0","豐原","Fengyuan","豊原","豐原","豐原","豐原","丰原"
"C0F9N0","大里","Dali","大里","大里","大里","大里","大里"
"C0F9O0","潭子","Tanzi","潭子","潭子","潭子","潭子","潭子"
"C0F9P0","清水","Qingshui","清水","清水","清水","清水","清水"
"C0F9Q0","外埔","Waipu","外埔","外埔","外埔","外埔","外埔"
"C0F9R0","龍井","Longjing","龍井","龍井","龍井","龍井","龙井"
