key,zh-Hant,en,ja,ko,ru,vi,zh-Hans
CAQ030,崎峰國小,Cifong Elementary School,,,,,
E2H360,蓮華池,Lienhuchih,,,,,
E2HA20,林試畢祿溪站,Pilushi,,,,,
E2K600,四湖植物園,Sihu Botanical Garden,,,,,
E2P980,林試六龜中心,Lioukuei Research Center ,,,,,
E2P990,林試扇平站,Shanping,,,,,
E2S960,林試太麻里2,Taimalee2,,,,,
E2S980,林試太麻里1,Taimalee Research Center 1,,,,,
G2AI50,關渡,Guandu,,,,,
G2F820,農試所(霧峰),Taichung,,,,,
G2L020,農試嘉義分所,Chiayi Sub-station Of TARI,,,,,
G2M350,農試溪口農場,Xikou Farm Of TARI,,,,,
G2P820,農試鳳山分所,Fengshan Tropical Horticultural Of TARI,,,,,
K2E360,苗栗農改場,,,,,,
K2E710,苗改生物防治研究中心,Biological Control Branch Of Miaoli TARI,,,,,
K2F750,種苗改良場,Shin She,,,,,
U2H480,溪頭,Hsi Tou,,,,,
U2HA30,臺大和社,NTU Exfohoshe,,,,,
U2HA40,臺大內茅埔,NTU Exfoneimoupu,,,,,
U2HA50,臺大竹山,NTU Experimental Forest,,,,,
V2C250,八德合作社,Bade Cooperative,,,,,
V2C260,八德蔬果,Bade Fruit And Vegetable,,,,,
V2K610,大庄合作社,Dazhuang Cooperative,,,,,
V2K620,麥寮合作社,Mailiao Cooperative,,,,,
C0A520,山佳,Shanjia,,,,,
C0A530,坪林,Pinglin,,,,,
C0A550,泰平,Taiping,,,,,
C0A570,桶後,Tonghou,,,,,
C0A640,石碇,Shihding,,,,,
C0A770,科教館,Science Education Center ,,,,,
C0A860,大坪,Daping,,,,,
C0A870,五指山,Wujhihshan,,,,,
C0A890,雙溪,Shuangsi,,,,,
C0A931,三和,Sanhe,,,,,
C0A940,金山,Jinshan,,,,,
C0A950,鼻頭角,Bitoujiao,,,,,
C0A970,三貂角,Sandiaojiao,,,,,
C0A980,社子,Shezih,,,,,
C0A9C0,天母,Tianmu,,,,,
C0A9F0,內湖,Neihu,,,,,
C0AC40,大屯山,Datunshan,,,,,
C0AC60,三峽,Sanshia,,,,,
C0AC70,信義,Xinyi,,,,,
C0AC80,文山,Wenshan,,,,,
C0ACA0,新莊,Xinzhuang,,,,,
C0AD10,八里,Bali,,,,,
C0AD30,蘆洲,Lujhou,,,,,
C0AD40,土城,Tucheng,,,,,
C0AD50,鶯歌,Yingge,,,,,
C0AG80,中和,Zhonghe,,,,,
C0AH00,汐止,Xizhi,,,,,
C0AH10,永和,Yonghe,,,,,
C0AH30,五分山,Wufengshan,,,,,
C0AH40,平等,Pingdeng,,,,,
C0AH50,林口,Linkou,,,,,
C0AH70,松山,Songshan,,,,,
C0AH80,深坑,Shenkeng,,,,,
C0AH90,福山植物園,Fushan Botanical Garden,,,,,
C0AI00,五股,Wugu,,,,,
C0AI10,屈尺,Quchi,,,,,
C0AI20,白沙灣,Baishawan,,,,,
C0AI30,三重,Sanchong,,,,,
C0AI40,石牌,Shipai,,,,,
C0AJ20,野柳,Yehliou,,,,,
C0AJ30,淡水觀海,Danshuei Guanhai,,,,,
C0AJ40,石門,Shimen,,,,,
C0AJ50,水湳洞,Shuinandong,,,,,
C0AJ60,六塊厝,Lioukuaitsuo,,,,,
C0AJ70,田寮,Tianliao,,,,,
C0AJ80,板橋,Banchiao,,,,,
C0AJ90,澳底,Aodi,,,,,
C0AK10,太平里,Taiping Vil.,,,,,
C0AK30,硬漢嶺,Yinghanling,,,,,
C0B010,七堵,Qidu,,,,,
C0B020,基隆嶼,Keelung Islet,,,,,
C0B040,大武崙,Dawulun,,,,,
C0B050,八斗子,Badouzi,,,,,
C0B060,暖暖,Nuannuan,,,,,
C0C460,復興,Fuxing,,,,,
C0C480,桃園,Taoyuan,,,,,
C0C490,八德,Bade,,,,,
C0C590,觀音,Guanyin,,,,,
C0C620,蘆竹,Luzhu,,,,,
C0C630,大溪,Dasi,,,,,
C0C650,平鎮,Pingjhen,,,,,
C0C660,楊梅,Yangmei,,,,,
C0C670,龍潭,Longtan,,,,,
C0C680,龜山,Guishan,,,,,
C0C700,中壢,Zhongli,,,,,
C0C710,大溪永福,Yongfu Daxi,,,,,
C0C720,竹圍,Jhuwei,,,,,
C0C730,中大臨海站,Jhongda Coastal Station,,,,,
C0C740,觀音工業區,Guanyin Industrial Area,,,,,
C0C750,新興坑尾,Sinsingkengwei,,,,,
C0C790,東眼山,Dongyanshan,,,,,
C0C800,四稜,Sileng,,,,,
C0D360,梅花,Meihua,,,,,
C0D430,峨眉,Emei,,,,,
C0D480,打鐵坑,Datiekeng,,,,,
C0D540,橫山,Hengshan,,,,,
C0D550,雪霸,Xueba,,,,,
C0D560,竹東,Zhudong,,,,,
C0D580,寶山,Baoshan,,,,,
C0D590,新豐,Sinfong,,,,,
C0D650,湖口,Hukou,,,,,
C0D660,新竹市東區,Dongqu Hsinshu City,,,,,
C0D670,海天一線,Haitianyisian,,,,,
C0D680,香山濕地,Siangshan Wetland,,,,,
C0D690,外湖,Waihu,,,,,
C0D700,關西,Guanxi,,,,,
C0D750,樂山林道6k,Leshan 6k,,,,,
C0D760,大坪苗圃,Daping Nurserygarden,,,,,
C0E420,竹南,Jhunan,,,,,
C0E430,南庄,Nanzhuang,,,,,
C0E550,明德,Mingde,,,,,
C0E570,白沙屯,Baishatun,,,,,
C0E590,通霄,Tongxiao,,,,,
C0E610,馬都安,Madu-An,,,,,
C0E730,頭份,Toufen,,,,,
C0E740,造橋,Zaoqiao,,,,,
C0E750,苗栗,Miaoli,,,,,
C0E780,銅鑼,Tongluo,,,,,
C0E791,卓蘭,Zhuolan,,,,,
C0E810,西湖,Xihu,,,,,
C0E820,獅潭,Shitan,,,,,
C0E830,苑裡,Yuanli,,,,,
C0E850,大河,Dahe,,,,,
C0E870,高鐵苗栗,THSR Miaoli,,,,,
C0E910,海埔,Haipu,,,,,
C0E920,通霄漁港,Tongsiao Fishing Harbor,,,,,
C0E930,龍鳳,Longfong,,,,,
C0E940,雪見,Shiuejian,,,,,
C0E950,松安,Songan,,,,,
C0E960,觀霧分站,Guanwu,,,,,
C0F0A0,雪山圈谷,Xueshanjuangu,,,,,
C0F0B0,石岡,Shigang,,,,,
C0F0C0,中坑,Zhongkeng,,,,,
C0F0D0,審馬陣,Shenmazhen,,,,,
C0F0E0,南湖圈谷,Nanhuquangu,,,,,
C0F850,東勢,Dongshi,,,,,
C0F970,大坑,Dakeng,,,,,
C0F9I0,神岡,Shengang,,,,,
C0F9K0,大安,Da-An,,,,,
C0F9L0,后里,Houli,,,,,
C0F9M0,豐原,Fengyuan,,,,,
C0F9N0,大里,Dali,,,,,
C0F9O0,潭子,Tanzi,,,,,
C0F9P0,清水,Qingshui,,,,,
C0F9Q0,外埔,Waipu,,,,,
C0F9R0,龍井,Longjing,,,,,
C0F9S0,烏日,Wuri,,,,,
C0F9T0,西屯,Xitun,,,,,
C0F9U0,南屯,Nantun,,,,,
C0F9V0,新社,Xinshe,,,,,
C0F9X0,大雅(中科園區),Daya,,,,,
C0F9Y0,桃山,Taoshan,,,,,
C0F9Z0,雪山東峰,Xueshandongfeng,,,,,
C0FA10,松柏,Songbai,,,,,
C0FA20,溫寮,Wunliao,,,,,
C0FA30,梧棲,Wuqi,,,,,
C0FA40,臺中電廠,Taichung?Power Plant,,,,,
C0FA50,霧峰,Wufeng,,,,,
C0FA60,鞍馬山工作站,Anmashan Office,,,,,
C0FA70,大雪山埡口,Dashiueshan Yakou,,,,,
C0FA80,小雪山天池,Shiaushiueshan Tianchr,,,,,
C0FA90,小雪山林道,Shiaushiueshan,,,,,
C0FB00,大雪山,Dashiueshan,,,,,
C0FB10,出雲山苗圃,Chuyunshan,,,,,
C0FB20,雪山橋,Shiueshanchiau,,,,,
C0FB30,八仙山苗圃,Bashianshan,,,,,
C0FB40,中橫21.6k,Chungheng 21.6k,,,,,
C0FB70,大甲溪埔,"Dajia, Xipu",,,,,
C0G620,芬園,Fenyuan,,,,,
C0G650,員林,Yuanlin,,,,,
C0G660,溪湖,Xihu,,,,,
C0G720,溪州,Xizhou,,,,,
C0G730,二林,Erlin,,,,,
C0G740,大城,Dacheng,,,,,
C0G770,福興,Fuxing,,,,,
C0G780,秀水,Xiushui,,,,,
C0G800,埔鹽,Puyan,,,,,
C0G810,埔心,Puxin,,,,,
C0G820,田尾,Tianwei,,,,,
C0G830,埤頭,Pitou,,,,,
C0G860,社頭,Shetou,,,,,
C0G880,二水,Ershui,,,,,
C0G890,伸港,Shenggang,,,,,
C0G900,線西,Xianxi,,,,,
C0G910,花壇,Huatan,,,,,
C0G920,永靖,Yongjing ,,,,,
C0G940,竹塘,Zhutang,,,,,
C0G950,防潮門,Fangchaomen,,,,,
C0G960,福寶,Fubao,,,,,
C0G970,三豐,Sanfong,,,,,
C0G9B0,和美,Hemei,,,,,
C0H890,埔里,Puli,,,,,
C0H960,草屯,Caotun,,,,,
C0H990,昆陽,Kunyang,,,,,
C0H9A0,神木村,Shenmu Village,,,,,
C0H9C0,合歡山,Hehuan Mountain,,,,,
C0I010,廬山,Lushan,,,,,
C0I080,信義,Xinyi,,,,,
C0I110,竹山,Zhushan,,,,,
C0I360,水里,Shuili,,,,,
C0I370,魚池,Yuchi,,,,,
C0I380,集集,Jiji,,,,,
C0I390,仁愛,Ren'Ai,,,,,
C0I410,名間,Mingjian,,,,,
C0I420,國姓,Guoxing,,,,,
C0I460,南投,Nantou,,,,,
C0I480,梅峰,Meifeng,,,,,
C0I490,萬大林道,Wandalindao,,,,,
C0I520,玉山風口,Yushanfengkou,,,,,
C0I530,小奇萊,Xiaoqilai,,,,,
C0I540,奇萊稜線,Qilailengxian,,,,,
C0K250,崙背,Lunbei,,,,,
C0K280,四湖,Sihu,,,,,
C0K291,宜梧,Yiwu,,,,,
C0K330,虎尾,Huwei,,,,,
C0K390,土庫,Tuku,,,,,
C0K400,斗六,Douliu,,,,,
C0K410,北港,Beigang,,,,,
C0K420,西螺,Xiluo,,,,,
C0K430,褒忠,Baozhong,,,,,
C0K440,二崙,Erlun,,,,,
C0K450,大埤,Dapi,,,,,
C0K460,斗南,Dounan,,,,,
C0K470,林內,Linnei,,,,,
C0K480,莿桐,Citong,,,,,
C0K500,元長,Yuanchang,,,,,
C0K510,水林,Shuilin,,,,,
C0K530,臺西,Taixi,,,,,
C0K550,蔦松,Niaosong,,,,,
C0K560,棋山,Qishan,,,,,
C0K580,高鐵雲林,THSR Yunlin,,,,,
C0K590,雲林東勢,"Dongshi, Yunlin County",,,,,
C0K600,箔子寮,Bozihliao,,,,,
C0M520,東後寮,Donghouliao,,,,,
C0M530,奮起湖,Fenqihu,,,,,
C0M640,中埔,Zhongpu,,,,,
C0M650,朴子,Puzi,,,,,
C0M660,溪口,Xikou,,,,,
C0M670,大林,Dalin,,,,,
C0M680,太保,Taibao,,,,,
C0M690,水上,Shuishang,,,,,
C0M700,竹崎,Zhuqi,,,,,
C0M710,東石,Dongshi,,,,,
C0M720,番路,Fanlu,,,,,
C0M730,嘉義市東區,Dongqu Chiayi City,,,,,
C0M740,六腳,Liujiao,,,,,
C0M750,布袋,Budai,,,,,
C0M760,民雄,Minxiong,,,,,
C0M770,嘉義梅山,Meishan Chiayi County,,,,,
C0M780,鹿草,Lucao,,,,,
C0M790,新港,Xingang,,,,,
C0M800,茶山,Chashan,,,,,
C0M810,里佳,Lijia,,,,,
C0M820,達邦,Dabang,,,,,
C0M850,表湖,Biaohu,,,,,
C0M860,新美,Shinmei,,,,,
C0M880,好美里,Haomeili,,,,,
C0N010,鯤鯓國小,Kunshen Elementary School,,,,,
C0N020,城西,Chengsi,,,,,
C0N030,四草,Sihtsao,,,,,
C0N040,蘆竹溝,Lujhugou,,,,,
C0N050,蚵寮,Eliao,,,,,
C0O830,北寮,Beiliao,,,,,
C0O840,王爺宮,Wangyegong,,,,,
C0O860,大內,Danei,,,,,
C0O900,善化,Shanhua,,,,,
C0O960,崎頂,Qiding,,,,,
C0O970,虎頭埤,Hutoupi,,,,,
C0O980,新市,Xinshi,,,,,
C0O990,媽廟,Mamiao,,,,,
C0R100,尾寮山,Weiliaoshan,,,,,
C0R130,阿禮,Ali,,,,,
C0R140,瑪家,Majia,,,,,
C0R150,三地門,Sandimen,,,,,
C0R160,鹽埔,Yanpuxinwei,,,,,
C0R190,赤山,Chishan,,,,,
C0R220,潮州,Chaojhou,,,,,
C0R240,來義,Laiyi,,,,,
C0R260,春日,Chunri,,,,,
C0R270,琉球嶼,Liouciouyu,,,,,
C0R280,檳榔,Binlang,,,,,
C0R320,車城,Checheng,,,,,
C0R341,牡丹,Mudan,,,,,
C0R350,貓鼻頭,Maobitou,,,,,
C0R440,大漢山,Dahanshan,,,,,
C0R470,高樹,Gaoshu,,,,,
C0R480,長治,Changzhi,,,,,
C0R490,九如,Jiuru,,,,,
C0R520,崁頂,Kanding,,,,,
C0R540,佳冬,Jiadong,,,,,
C0R550,新埤,Xinpi,,,,,
C0R560,新園,Xinyuan,,,,,
C0R570,麟洛,Linluo,,,,,
C0R580,南州,Nanzhou,,,,,
C0R590,里港,Ligang,,,,,
C0R600,舊泰武,Jiutaiwu,,,,,
C0R620,墾雷,Kenlei,,,,,
C0R640,東港,Donggang,,,,,
C0R650,竹田,Zhutian,,,,,
C0R660,枋寮,Fangliao,,,,,
C0R670,楓港,Fenggang,,,,,
C0R680,佳樂水,Jialeshui,,,,,
C0R690,墾丁,Kenting,,,,,
C0R700,枋山,Fangshan,,,,,
C0R710,龍磐,Longpan,,,,,
C0R720,旭海,Xuhai,,,,,
C0R730,大坪頂,Dapingding,,,,,
C0R741,獅子,Shizi,,,,,
C0R750,四林格山,Silingeshan,,,,,
C0R760,南仁湖,Nanrenhu,,,,,
C0R770,保力,Baoli,,,,,
C0R780,滿州,Manzhou,,,,,
C0R790,九棚,Jiupeng,,,,,
C0R800,丹路,Danlu,,,,,
C0R810,內獅,Neishi,,,,,
C0R820,白鷺,Bailu,,,,,
C0R830,高士,Gaoshi,,,,,
C0R840,牡丹池山,Mudanchisahn,,,,,
C0R850,林邊,Linbian,,,,,
C0R860,鼻頭,Bitou,,,,,
C0R870,興海,Singhai,,,,,
C0R880,後壁湖,Houbihu,,,,,
C0R890,山海,Shanhai,,,,,
C0R900,竹坑,Jhukeng,,,,,
C0R910,下寮,Sialiao,,,,,
C0R920,塭仔,Wunzai,,,,,
C0R930,萬丹,Wandan,,,,,
C0R940,加祿堂,Jialutang,,,,,
C0R950,萬隆國小,Wanlongguoxiao,,,,,
C0R960,內埔,Neipu,,,,,
C0S660,下馬,Xiama,,,,,
C0S690,太麻里,Taimali,,,,,
C0S700,知本,Jhihben,,,,,
C0S710,鹿野,Luye,,,,,
C0S730,綠島,Ludao,,,,,
C0S740,池上,Chihshang,,,,,
C0S750,向陽,Siangyang,,,,,
C0S760,紅石,Hongshih,,,,,
C0S770,大溪山,Dasishan,,,,,
C0S790,金崙,Jinlun,,,,,
C0S810,東河,Donghe,,,,,
C0S830,長濱,Changbin,,,,,
C0S840,南田,Nantian,,,,,
C0S890,關山,Guanshan,,,,,
C0S900,蘭嶼高中,Lanyu High School,,,,,
C0S910,蘭嶼燈塔,Lanyu Lighthouse,,,,,
C0S920,金峰嘉蘭,Jialan Jinfeng,,,,,
C0S930,延平,Yanping,,,,,
C0S940,石寧山,Shiningshan,,,,,
C0S950,七塊厝,Qikuaicuo,,,,,
C0S960,香蘭,Xianglan,,,,,
C0S970,加津林,Jiajinlin,,,,,
C0S980,勝林山,Shenglinshan,,,,,
C0S990,山豬窟,Shanzhuku,,,,,
C0SA00,歷坵,Liqiu,,,,,
C0SA10,檳榔四格山,Binlangsigeshan,,,,,
C0SA20,金崙山,Jinlunshan,,,,,
C0SA30,都歷,Duli,,,,,
C0SA40,瑞和,Ruihe,,,,,
C0SA60,知本（水試所）,Zhiben (FRI),,,,,
C0SA80,土坂,Tuban,,,,,
C0SA90,達仁林場,Darenlinchang,,,,,
C0SB10,美和,Meihe,,,,,
C0SB20,富岡,Fugang,,,,,
C0SB30,新蘭,Dulan Fire Brigade,,,,,
C0SB40,興隆, Xinglong,,,,,
C0SB50,叭嗡嗡,Baweng,,,,,
C0SB60,白守蓮,Baishoulian,,,,,
C0SB70,小港漁港,Xiaogang Fishing Harbor,,,,,
C0SB80,長濱漁港,Changbin Fishing Harbor,,,,,
C0T790,大禹嶺,Dayuling,,,,,
C0T820,天祥,Tianxiang,,,,,
C0T870,鯉魚潭,Liyutan,,,,,
C0T900,西林,Xilin,,,,,
C0T960,光復,Guangfu,,,,,
C0T9A0,月眉山,Yuemeishan,,,,,
C0T9B0,水源,Shuiyuan,,,,,
C0T9D0,和中,Hezhong,,,,,
C0T9E0,大坑,Dakeng,,,,,
C0T9F0,水璉,Shuilian,,,,,
C0T9G0,鳳林山,Fenglinshan,,,,,
C0T9H0,加路蘭山,Jialulanshan,,,,,
C0T9I0,豐濱,Fengbin,,,,,
C0T9M0,靜浦,Jingpu,,,,,
C0T9N0,富里,Fuli,,,,,
C0TA10,花蓮漁港,Hualien Fishing Harbor,,,,,
C0TA20,加灣,Jiawan,,,,,
C0TA30,鹽寮,Yanliao,,,,,
C0TA40,秀林,Xiulin,,,,,
C0TA50,和仁,Heren,,,,,
C0TA80,立霧山,Liwushan,,,,,
C0U520,雙連埤,Shuanglianpi,,,,,
C0U600,礁溪,Chiaoshi,,,,,
C0U650,玉蘭,Yulan,,,,,
C0U710,太平山,Taipingshan,,,,,
C0U720,南山,Nanshan,,,,,
C0U750,龜山島,Gueishandao,,,,,
C0U760,東澳,Dong-Ao,,,,,
C0U770,南澳,Nanao,,,,,
C0U780,五結,Wujie,,,,,
C0U860,頭城,Toucheng,,,,,
C0U870,大礁溪,Dajiaoxi,,,,,
C0U880,北關,Beiguan,,,,,
C0U890,三星,Sanxing,,,,,
C0U900,內城,Neicheng,,,,,
C0U910,冬山,Dongshan,,,,,
C0U940,羅東,Luodong,,,,,
C0U950,鶯子嶺,Yingziling,,,,,
C0U960,翠峰湖,Cuifenghu,,,,,
C0U970,大福,Dafu,,,,,
C0U980,坪林石牌,Shipai Pinglin,,,,,
C0U990,員山,Yuanshan,,,,,
C0UA00,土場,Tuchang,,,,,
C0UA10,鴛鴦湖,Yuanyanghu,,,,,
C0UA20,多加屯,Duojiatun,,,,,
C0UA30,白嶺,Bailing,,,,,
C0UA40,西德山,Xideshan,,,,,
C0UA50,西帽山,Ximaoshan,,,,,
C0UA60,樟樹山,Zhangshushan,,,,,
C0UA70,桃源谷,Taoyuangu,,,,,
C0UA80,大溪漁港,Dasi Fishing Harbor,,,,,
C0UA90,石城,Shihcheng,,,,,
C0UB00,淡江大學蘭陽校園,Tamkang Lanyang Campus,,,,,
C0UB10,蘇澳,Suao,,,,,
C0UB20,壯圍,Jhuangwei,,,,,
C0UB60,明池,Mingchr,,,,,
C0UB70,太平山中間站,Jhongjian,,,,,
C0UB80,翠峰林道6K,Trifong 6k,,,,,
C0UB90,太平山莊,Taipingshan Villa,,,,,
C0V210,復興,Fuxing,,,,,
C0V350,溪埔,Xipu,,,,,
C0V360,內門,Neimen,,,,,
C0V370,古亭坑,Gutingkeng,,,,,
C0V400,阿公店,Agongdian,,,,,
C0V440,鳳山,Fengshan,,,,,
C0V450,鳳森,Fengsen,,,,,
C0V490,新興,Sinsing,,,,,
C0V530,阿蓮,Alian,,,,,
C0V610,梓官,Ziguan,,,,,
C0V620,永安,Yong'An,,,,,
C0V630,茄萣,Qieding,,,,,
C0V640,湖內,Hunei,,,,,
C0V650,彌陀,Mituo,,,,,
C0V660,岡山,Gangshan,,,,,
C0V680,仁武,Renwu,,,,,
C0V690,鼓山,Gushan,,,,,
C0V700,三民,Sanmin,,,,,
C0V710,苓雅,Lingya,,,,,
C0V720,林園,Linyuan,,,,,
C0V730,大寮,Daliao,,,,,
C0V740,旗山,Qishan,,,,,
C0V750,路竹,Luzhu,,,,,
C0V760,橋頭,Qiaotou,,,,,
C0V770,大社,Dashe,,,,,
C0V790,萬山,Wanshan,,,,,
C0V800,六龜,Liugui,,,,,
C0V810,左營,Zuoying,,,,,
C0V820,小林,Xiaolin,,,,,
C0V840,鳳鼻頭,Fongbitou,,,,,
C0V850,蚵仔寮,Kezailiao,,,,,
C0V860,南寮,Nanliao,,,,,
C0V870,文安,Wunan,,,,,
C0V880,興達,Singda,,,,,
C0V890,前鎮,Chian Jhen,,,,,
C0V900,汕尾,Shanwei,,,,,
C0V910,大樹,Dashu,,,,,
C0W110,東莒,Dongju,,,,,
C0W120,西嶼,Xiyu,,,,,
C0W130,花嶼,Huayu,,,,,
C0W140,金沙,Jinsha ,,,,,
C0W150,金寧,Jinning,,,,,
C0W160,烏坵,Wuqiu,,,,,
C0W180,七美,Qimei,,,,,
C0W190,望安,Wangan,,,,,
C0W200,湖西,Husi,,,,,
C0W220,北竿,Beigan,,,,,
C0W240,九宮,Jiugong ,,,,,
